employee_id,department,trip_purpose,trip_start_date,trip_end_date,origin,destination,travel_mode,provider_name,service_class,flight_legs,distance_traveled,invoice_amount_usd
EMP01726,HR,Training,8/10/2025,8/12/2025,San Francisco,San Francisco,Air,United,First,1,222.73,205.68
EMP01727,Operations,Internal Meeting,12/22/2025,12/23/2025,New York,Dallas,Rail,Amtrak,Business,0,2250.48,225.05
EMP01728,Operations,Client Meeting,12/19/2025,12/22/2025,San Francisco,Dallas,Road,Lyft,Standard,0,2946.81,1473.4
EMP01729,Sales,Internal Meeting,12/14/2025,12/19/2025,New York,Tampa,Rail,Amtrak,Business,0,669.03,66.9
EMP01730,HR,Training,12/3/2025,12/6/2025,Dallas,San Francisco,Bus,Intercity Bus,Standard,0,2484.14,198.73
EMP01731,Sales,Training,2/19/2025,2/23/2025,New York,Tampa,Road,Uber,Standard,0,1584.87,792.43
EMP01732,Operations,Internal Meeting,12/31/2025,1/10/2026,Atlanta,San Francisco,Road,Lyft,Standard,0,1151.71,575.86
EMP01733,Operations,Client Meeting,10/5/2025,10/12/2025,Chicago,Chicago,Road,Lyft,Standard,0,411.01,205.5
EMP01734,Finance,Internal Meeting,6/27/2025,7/5/2025,New York,San Francisco,Road,Uber,Standard,0,2219.74,1109.87
EMP01735,Finance,Client Meeting,12/11/2025,12/18/2025,Atlanta,San Francisco,Rail,Amtrak,Business,0,745.78,74.58
EMP01736,Engineering,Training,11/20/2025,11/28/2025,Chicago,Chicago,Air,American Airlines,Economy,1,1145.69,436.42
EMP01737,Engineering,Conference,8/20/2025,8/28/2025,San Francisco,Chicago,Road,Uber,Standard,0,1814.76,907.38
EMP01738,HR,Internal Meeting,8/1/2025,8/2/2025,New York,Dallas,Bus,Intercity Bus,Standard,0,2220.21,177.62
EMP01739,Sales,Internal Meeting,7/13/2025,7/23/2025,New York,New York,Rail,Amtrak,Standard,0,2995.13,299.51
EMP01740,Finance,Internal Meeting,10/20/2025,10/25/2025,Chicago,New York,Air,United,Economy,1,2802.68,850.67
EMP01741,HR,Training,11/3/2025,11/8/2025,Atlanta,Tampa,Bus,Intercity Bus,Standard,0,561.77,44.94
EMP01742,Finance,Conference,9/15/2025,9/24/2025,Dallas,Dallas,Road,Enterprise,Standard,0,1930.78,965.39
EMP01743,Engineering,Conference,5/27/2025,6/4/2025,Dallas,Chicago,Bus,Intercity Bus,Standard,0,1513.69,121.1
EMP01744,Engineering,Client Meeting,9/30/2025,10/6/2025,Dallas,San Francisco,Air,Southwest,First,1,575.84,293.96
EMP01745,Engineering,Client Meeting,8/3/2025,8/10/2025,San Francisco,New York,Bus,Intercity Bus,Standard,0,1259.22,100.74
EMP01746,Operations,Internal Meeting,11/9/2025,11/19/2025,Tampa,Chicago,Rail,Amtrak,Standard,0,2527.42,252.74
EMP01747,Sales,Training,3/27/2025,4/6/2025,Tampa,Atlanta,Rail,Amtrak,Business,0,1182.31,118.23
EMP01748,Engineering,Conference,10/10/2025,10/19/2025,Dallas,Chicago,Bus,Intercity Bus,Standard,0,1737.02,138.96
EMP01749,HR,Conference,3/31/2025,4/8/2025,Chicago,Tampa,Rail,Amtrak,Standard,0,1783.92,178.39
EMP01750,Engineering,Internal Meeting,4/16/2025,4/26/2025,New York,New York,Air,Southwest,Business,1,594.2,298.55
EMP01751,Operations,Training,9/14/2025,9/16/2025,New York,New York,Bus,Intercity Bus,Standard,0,2939.96,235.2
EMP01752,Sales,Internal Meeting,2/5/2025,2/6/2025,San Francisco,Dallas,Bus,Intercity Bus,Standard,0,537.62,43.01
EMP01753,HR,Client Meeting,2/6/2025,2/13/2025,Atlanta,San Francisco,Bus,Intercity Bus,Standard,0,2115.74,169.26
EMP01754,Finance,Client Meeting,8/13/2025,8/21/2025,Chicago,Dallas,Air,Delta,Business,2,1778.14,744.54
EMP01755,Sales,Conference,8/8/2025,8/10/2025,Chicago,San Francisco,Bus,Intercity Bus,Standard,0,855.56,68.44
EMP01756,HR,Conference,3/28/2025,4/3/2025,New York,Dallas,Air,Southwest,First,1,1578.33,544.58
EMP01757,Sales,Internal Meeting,5/16/2025,5/18/2025,Atlanta,Dallas,Rail,Amtrak,Business,0,2358.62,235.86
EMP01758,Finance,Training,5/14/2025,5/20/2025,Dallas,Atlanta,Rail,Amtrak,Business,0,215.6,21.56
EMP01759,Sales,Conference,10/18/2025,10/23/2025,New York,San Francisco,Road,Enterprise,Standard,0,2565.55,1282.78
EMP01760,Operations,Training,1/14/2025,1/18/2025,Atlanta,Chicago,Road,Lyft,Standard,0,715.35,357.68
EMP01761,HR,Internal Meeting,3/23/2025,4/2/2025,Atlanta,Dallas,Road,Enterprise,Standard,0,1161.9,580.95
EMP01762,Operations,Training,3/21/2025,3/24/2025,Dallas,Chicago,Road,Uber,Standard,0,1412.11,706.05
EMP01763,Engineering,Client Meeting,1/15/2025,1/19/2025,Chicago,Chicago,Rail,Amtrak,Business,0,1468.67,146.87
EMP01764,Engineering,Training,9/2/2025,9/12/2025,Atlanta,New York,Bus,Intercity Bus,Standard,0,1333.78,106.7
EMP01765,Finance,Conference,9/25/2025,10/1/2025,San Francisco,Dallas,Road,Lyft,Standard,0,2815.19,1407.6
EMP01766,Sales,Training,9/5/2025,9/12/2025,New York,Chicago,Rail,Amtrak,Standard,0,2132.76,213.28
EMP01767,Operations,Client Meeting,4/25/2025,4/28/2025,Atlanta,New York,Rail,Amtrak,Business,0,1911.95,191.2
EMP01768,Sales,Conference,9/13/2025,9/21/2025,Atlanta,New York,Road,Enterprise,Standard,0,197.03,98.52
EMP01769,Sales,Training,12/7/2025,12/8/2025,San Francisco,Tampa,Road,Lyft,Standard,0,2716.54,1358.27
EMP01770,Operations,Client Meeting,10/11/2025,10/20/2025,Tampa,Dallas,Road,Enterprise,Standard,0,2732.7,1366.35
EMP01771,Engineering,Conference,5/6/2025,5/11/2025,Atlanta,Atlanta,Rail,Amtrak,Standard,0,2351.63,235.16
EMP01772,Operations,Training,4/1/2025,4/2/2025,San Francisco,Chicago,Bus,Intercity Bus,Standard,0,70.74,5.66
EMP01773,HR,Client Meeting,4/8/2025,4/10/2025,New York,New York,Air,United,First,2,218.98,354.75
EMP01774,Finance,Client Meeting,10/27/2025,11/6/2025,San Francisco,Tampa,Rail,Amtrak,Business,0,1850.16,185.02
EMP01775,Finance,Client Meeting,11/21/2025,11/23/2025,Dallas,Tampa,Road,Uber,Standard,0,449.29,224.65
EMP01776,Operations,Conference,4/12/2025,4/14/2025,San Francisco,Dallas,Bus,Intercity Bus,Standard,0,2266.56,181.32
EMP01777,Finance,Client Meeting,10/19/2025,10/20/2025,Atlanta,Dallas,Road,Enterprise,Standard,0,1988.02,994.01
EMP01778,Sales,Training,10/29/2025,11/8/2025,Dallas,San Francisco,Rail,Amtrak,Business,0,2872.01,287.2
EMP01779,Operations,Internal Meeting,9/10/2025,9/13/2025,San Francisco,Chicago,Road,Lyft,Standard,0,253.43,126.72
EMP01780,HR,Training,5/16/2025,5/25/2025,Atlanta,San Francisco,Road,Uber,Standard,0,218.31,109.16
EMP01781,Engineering,Internal Meeting,11/17/2025,11/25/2025,Tampa,Chicago,Road,Uber,Standard,0,882.45,441.23
EMP01782,Engineering,Client Meeting,9/11/2025,9/14/2025,Dallas,Atlanta,Bus,Intercity Bus,Standard,0,822.03,65.76
EMP01783,Operations,Conference,2/18/2025,2/26/2025,New York,Tampa,Road,Lyft,Standard,0,778.59,389.3
EMP01784,HR,Internal Meeting,4/20/2025,4/25/2025,Tampa,Atlanta,Rail,Amtrak,Business,0,2723.45,272.34
EMP01785,Engineering,Training,11/9/2025,11/13/2025,New York,New York,Road,Enterprise,Standard,0,786.16,393.08
EMP01786,Operations,Conference,3/29/2025,4/1/2025,Chicago,San Francisco,Bus,Intercity Bus,Standard,0,852.25,68.18
EMP01787,Finance,Training,12/1/2025,12/11/2025,New York,Chicago,Bus,Intercity Bus,Standard,0,2290.22,183.22
EMP01788,Engineering,Training,6/5/2025,6/11/2025,Chicago,Atlanta,Bus,Intercity Bus,Standard,0,1376.73,110.14
EMP01789,Finance,Internal Meeting,6/11/2025,6/19/2025,Dallas,Tampa,Road,Lyft,Standard,0,2341.3,1170.65
EMP01790,HR,Conference,1/29/2025,2/5/2025,Dallas,Chicago,Bus,Intercity Bus,Standard,0,242.83,19.43
EMP01791,HR,Training,12/27/2025,12/31/2025,Chicago,Tampa,Air,United,First,2,1488.34,672.09
EMP01792,Operations,Conference,8/7/2025,8/14/2025,New York,San Francisco,Road,Lyft,Standard,0,187.18,93.59
EMP01793,Sales,Conference,5/21/2025,5/23/2025,New York,Chicago,Bus,Intercity Bus,Standard,0,1878.11,150.25
EMP01794,Sales,Internal Meeting,10/31/2025,11/8/2025,Atlanta,Atlanta,Bus,Intercity Bus,Standard,0,1707.88,136.63
EMP01795,Operations,Internal Meeting,5/8/2025,5/13/2025,Tampa,Tampa,Bus,Intercity Bus,Standard,0,1070.47,85.64
EMP01796,HR,Internal Meeting,11/24/2025,11/30/2025,Chicago,Tampa,Air,American Airlines,First,1,979.81,394.95
EMP01797,HR,Internal Meeting,3/10/2025,3/12/2025,New York,New York,Bus,Intercity Bus,Standard,0,1074.66,85.97
EMP01798,Sales,Internal Meeting,10/21/2025,10/25/2025,New York,Chicago,Road,Enterprise,Standard,0,2704.51,1352.26
EMP01799,Sales,Conference,10/13/2025,10/22/2025,Tampa,Atlanta,Road,Lyft,Standard,0,114.38,57.19
EMP01800,Engineering,Conference,7/4/2025,7/12/2025,Chicago,Dallas,Road,Enterprise,Standard,0,2008.18,1004.09
EMP01801,Engineering,Training,8/24/2025,8/30/2025,Chicago,San Francisco,Rail,Amtrak,Business,0,2892.01,289.2
EMP01802,Finance,Internal Meeting,3/13/2025,3/15/2025,Tampa,San Francisco,Air,Southwest,Business,1,1702.5,575.62
EMP01803,Finance,Client Meeting,9/20/2025,9/26/2025,San Francisco,Chicago,Air,Delta,First,2,1210.67,602.67
EMP01804,HR,Client Meeting,5/25/2025,6/4/2025,Atlanta,Tampa,Bus,Intercity Bus,Standard,0,1285.44,102.84
EMP01805,Sales,Internal Meeting,10/13/2025,10/15/2025,San Francisco,Atlanta,Air,United,First,1,817.47,354.37
EMP01806,Finance,Internal Meeting,2/7/2025,2/14/2025,Atlanta,New York,Rail,Amtrak,Business,0,1508.72,150.87
EMP01807,Operations,Training,2/7/2025,2/10/2025,Dallas,San Francisco,Road,Enterprise,Standard,0,2939.67,1469.84
EMP01808,Operations,Training,1/11/2025,1/18/2025,Tampa,San Francisco,Bus,Intercity Bus,Standard,0,477.65,38.21
EMP01809,Engineering,Training,1/10/2025,1/11/2025,Dallas,New York,Bus,Intercity Bus,Standard,0,2189.21,175.14
EMP01810,HR,Internal Meeting,4/25/2025,5/5/2025,Atlanta,Atlanta,Road,Enterprise,Standard,0,614.01,307
EMP01811,Engineering,Conference,10/22/2025,10/28/2025,New York,Chicago,Rail,Amtrak,Standard,0,1047.88,104.79
EMP01812,Engineering,Training,2/21/2025,2/22/2025,Tampa,Chicago,Rail,Amtrak,Standard,0,960.66,96.07
EMP01813,HR,Conference,4/28/2025,5/2/2025,Dallas,Chicago,Road,Uber,Standard,0,2843.76,1421.88
EMP01814,Engineering,Internal Meeting,4/22/2025,4/28/2025,Tampa,Dallas,Rail,Amtrak,Standard,0,2903.7,290.37
EMP01815,Finance,Internal Meeting,8/16/2025,8/20/2025,Dallas,New York,Air,Southwest,Economy,1,589.9,297.48
EMP01816,Sales,Conference,7/14/2025,7/24/2025,San Francisco,San Francisco,Rail,Amtrak,Standard,0,496.18,49.62
EMP01817,Operations,Training,3/25/2025,3/29/2025,Atlanta,Chicago,Air,Delta,Business,2,714.68,478.67
EMP01818,Sales,Training,4/8/2025,4/12/2025,Dallas,Chicago,Bus,Intercity Bus,Standard,0,312.08,24.97
EMP01819,Finance,Internal Meeting,8/22/2025,8/23/2025,Tampa,Chicago,Air,Delta,Business,1,2067.07,666.77
EMP01820,HR,Conference,6/8/2025,6/10/2025,Atlanta,Tampa,Road,Lyft,Standard,0,1594,797
EMP01821,HR,Training,8/30/2025,8/31/2025,Tampa,New York,Bus,Intercity Bus,Standard,0,388.57,31.09
EMP01822,Engineering,Conference,4/1/2025,4/11/2025,New York,Atlanta,Rail,Amtrak,Standard,0,2587.41,258.74
EMP01823,Operations,Conference,1/20/2025,1/21/2025,Atlanta,Atlanta,Bus,Intercity Bus,Standard,0,2182.3,174.58
EMP01824,Engineering,Internal Meeting,7/10/2025,7/20/2025,New York,New York,Road,Lyft,Standard,0,249.62,124.81
EMP01825,Sales,Conference,12/9/2025,12/12/2025,Tampa,Dallas,Rail,Amtrak,Business,0,2138.11,213.81
EMP01826,HR,Training,6/6/2025,6/13/2025,Tampa,Tampa,Rail,Amtrak,Business,0,1653.44,165.34
EMP01827,Engineering,Internal Meeting,1/15/2025,1/23/2025,Tampa,San Francisco,Road,Uber,Standard,0,291.09,145.54
EMP01828,Engineering,Conference,11/3/2025,11/12/2025,Tampa,Tampa,Bus,Intercity Bus,Standard,0,1401.99,112.16
EMP01829,Sales,Client Meeting,4/25/2025,4/27/2025,Dallas,Dallas,Road,Lyft,Standard,0,1479.85,739.92
EMP01830,Engineering,Client Meeting,10/2/2025,10/10/2025,Chicago,Dallas,Bus,Intercity Bus,Standard,0,539.03,43.12
EMP01831,HR,Training,5/12/2025,5/15/2025,San Francisco,Atlanta,Bus,Intercity Bus,Standard,0,2839.81,227.18
EMP01832,Engineering,Conference,9/2/2025,9/10/2025,New York,New York,Air,United,Economy,2,2557.43,939.36
EMP01833,Sales,Conference,2/18/2025,2/25/2025,New York,Chicago,Air,American Airlines,First,2,337.81,384.45
EMP01834,Finance,Training,12/4/2025,12/9/2025,New York,Chicago,Rail,Amtrak,Business,0,1264.71,126.47
EMP01835,Operations,Client Meeting,7/11/2025,7/14/2025,Atlanta,Dallas,Bus,Intercity Bus,Standard,0,1970.37,157.63
EMP01836,Sales,Conference,4/12/2025,4/15/2025,New York,Dallas,Air,Delta,Economy,2,1659.02,714.75
EMP01837,Finance,Training,1/6/2025,1/16/2025,New York,Atlanta,Road,Lyft,Standard,0,2371.56,1185.78
EMP01838,Finance,Training,8/20/2025,8/24/2025,San Francisco,Dallas,Bus,Intercity Bus,Standard,0,380.21,30.42
EMP01839,Engineering,Training,5/24/2025,6/2/2025,Chicago,Dallas,Air,American Airlines,Business,1,1100.12,425.03
EMP01840,HR,Training,12/6/2025,12/8/2025,Tampa,Chicago,Bus,Intercity Bus,Standard,0,203.27,16.26
EMP01841,Operations,Conference,11/25/2025,11/26/2025,Tampa,New York,Bus,Intercity Bus,Standard,0,2369.52,189.56
EMP01842,Operations,Training,2/26/2025,2/28/2025,New York,Chicago,Bus,Intercity Bus,Standard,0,644.02,51.52
EMP01843,Sales,Conference,8/20/2025,8/27/2025,Dallas,San Francisco,Road,Enterprise,Standard,0,812.93,406.46
EMP01844,Engineering,Training,3/14/2025,3/18/2025,San Francisco,San Francisco,Rail,Amtrak,Standard,0,535.88,53.59
EMP01845,Operations,Training,10/16/2025,10/25/2025,San Francisco,New York,Rail,Amtrak,Standard,0,1024.13,102.41
EMP01846,Engineering,Conference,7/11/2025,7/14/2025,Atlanta,New York,Rail,Amtrak,Standard,0,2282.42,228.24
EMP01847,Sales,Internal Meeting,4/14/2025,4/19/2025,Chicago,Dallas,Bus,Intercity Bus,Standard,0,1582.19,126.58
EMP01848,HR,Conference,9/1/2025,9/9/2025,Atlanta,Chicago,Bus,Intercity Bus,Standard,0,654.4,52.35
EMP01849,Operations,Client Meeting,2/8/2025,2/13/2025,Tampa,Dallas,Air,American Airlines,Economy,2,2639.6,959.9
EMP01850,Engineering,Internal Meeting,3/15/2025,3/23/2025,New York,Atlanta,Rail,Amtrak,Standard,0,526.78,52.68
EMP01851,Engineering,Conference,7/20/2025,7/30/2025,Chicago,Tampa,Bus,Intercity Bus,Standard,0,803.71,64.3
EMP01852,Sales,Conference,5/22/2025,5/25/2025,New York,Dallas,Rail,Amtrak,Business,0,2842.58,284.26
EMP01853,Sales,Client Meeting,12/11/2025,12/16/2025,San Francisco,Chicago,Rail,Amtrak,Business,0,1702.54,170.25
EMP01854,Finance,Training,11/18/2025,11/28/2025,Tampa,San Francisco,Air,Southwest,Economy,1,2264.65,716.16
EMP01855,HR,Training,3/20/2025,3/22/2025,Tampa,Dallas,Bus,Intercity Bus,Standard,0,130.14,10.41
EMP01856,Operations,Conference,2/27/2025,3/7/2025,Atlanta,Atlanta,Road,Lyft,Standard,0,242.35,121.17
EMP01857,Operations,Client Meeting,5/30/2025,6/3/2025,Tampa,Atlanta,Bus,Intercity Bus,Standard,0,1418.6,113.49
EMP01858,Finance,Internal Meeting,5/4/2025,5/12/2025,Tampa,Atlanta,Road,Enterprise,Standard,0,2732.2,1366.1
EMP01859,Operations,Training,5/24/2025,5/29/2025,Dallas,Atlanta,Air,American Airlines,First,2,1639.17,709.79
EMP01860,Sales,Internal Meeting,7/2/2025,7/4/2025,New York,San Francisco,Road,Uber,Standard,0,2405.12,1202.56
EMP01861,Finance,Training,4/24/2025,5/4/2025,Tampa,Atlanta,Bus,Intercity Bus,Standard,0,1147.2,91.78
EMP01862,Operations,Internal Meeting,10/15/2025,10/25/2025,San Francisco,San Francisco,Bus,Intercity Bus,Standard,0,1382.51,110.6
EMP01863,Sales,Client Meeting,1/22/2025,2/1/2025,San Francisco,Tampa,Bus,Intercity Bus,Standard,0,1222.28,97.78
EMP01864,Sales,Training,5/3/2025,5/9/2025,Atlanta,Dallas,Air,Southwest,Business,1,325.55,231.39
EMP01865,Sales,Internal Meeting,10/21/2025,10/30/2025,Atlanta,Atlanta,Bus,Intercity Bus,Standard,0,2895.21,231.62
EMP01866,Engineering,Conference,12/9/2025,12/10/2025,Tampa,Atlanta,Bus,Intercity Bus,Standard,0,651.11,52.09
EMP01867,Sales,Internal Meeting,2/20/2025,2/25/2025,Chicago,Chicago,Road,Lyft,Standard,0,1593.82,796.91
EMP01868,Finance,Client Meeting,6/30/2025,7/4/2025,Chicago,Dallas,Road,Lyft,Standard,0,897.06,448.53
EMP01869,Operations,Training,3/24/2025,3/28/2025,Atlanta,Dallas,Road,Enterprise,Standard,0,2388.92,1194.46
EMP01870,HR,Training,3/30/2025,4/7/2025,San Francisco,San Francisco,Road,Uber,Standard,0,1753.9,876.95
EMP01871,Sales,Internal Meeting,6/12/2025,6/17/2025,Chicago,San Francisco,Rail,Amtrak,Standard,0,1922.02,192.2
EMP01872,Finance,Conference,11/24/2025,11/27/2025,Chicago,Atlanta,Bus,Intercity Bus,Standard,0,2403.85,192.31
EMP01873,Finance,Training,6/29/2025,7/5/2025,New York,New York,Bus,Intercity Bus,Standard,0,1218.11,97.45
EMP01874,Operations,Training,1/9/2025,1/11/2025,San Francisco,Atlanta,Road,Uber,Standard,0,2749.52,1374.76
EMP01875,Finance,Client Meeting,10/14/2025,10/23/2025,New York,Tampa,Road,Uber,Standard,0,1622.44,811.22
EMP01876,Engineering,Training,12/31/2025,1/10/2026,San Francisco,Chicago,Air,Southwest,Business,2,515.97,428.99
EMP01877,Sales,Training,3/10/2025,3/17/2025,San Francisco,San Francisco,Bus,Intercity Bus,Standard,0,1695.57,135.65
EMP01878,Engineering,Conference,6/15/2025,6/19/2025,Atlanta,Chicago,Air,Southwest,Economy,2,539.8,434.95
EMP01879,Engineering,Internal Meeting,9/11/2025,9/15/2025,Atlanta,New York,Air,United,Economy,1,2578.68,794.67
EMP01880,Sales,Internal Meeting,1/7/2025,1/12/2025,Dallas,Dallas,Rail,Amtrak,Standard,0,2696.7,269.67
EMP01881,Operations,Internal Meeting,7/31/2025,8/3/2025,Atlanta,Chicago,Rail,Amtrak,Business,0,548.12,54.81
EMP01882,HR,Conference,5/15/2025,5/22/2025,Chicago,San Francisco,Road,Lyft,Standard,0,1545.8,772.9
EMP01883,Engineering,Conference,2/9/2025,2/12/2025,Tampa,San Francisco,Road,Lyft,Standard,0,1814.43,907.22
EMP01884,Sales,Conference,10/2/2025,10/8/2025,Atlanta,Chicago,Bus,Intercity Bus,Standard,0,148.48,11.88
EMP01885,Finance,Internal Meeting,8/27/2025,9/1/2025,Dallas,San Francisco,Rail,Amtrak,Standard,0,1122.89,112.29
EMP01886,Sales,Internal Meeting,2/3/2025,2/6/2025,San Francisco,Atlanta,Bus,Intercity Bus,Standard,0,2211.27,176.9
EMP01887,HR,Client Meeting,6/27/2025,7/5/2025,Atlanta,Chicago,Air,United,Economy,1,2470.11,767.53
EMP01888,Finance,Conference,1/15/2025,1/25/2025,Dallas,New York,Road,Lyft,Standard,0,1348.95,674.48
EMP01889,HR,Training,6/8/2025,6/17/2025,New York,San Francisco,Bus,Intercity Bus,Standard,0,1865.13,149.21
EMP01890,Operations,Training,3/15/2025,3/24/2025,Tampa,San Francisco,Bus,Intercity Bus,Standard,0,296.22,23.7
EMP01891,Operations,Client Meeting,12/31/2025,1/6/2026,San Francisco,Dallas,Air,Delta,Economy,2,2653.13,963.28
EMP01892,Engineering,Client Meeting,4/10/2025,4/14/2025,Atlanta,Dallas,Rail,Amtrak,Standard,0,2232.2,223.22
EMP01893,Operations,Internal Meeting,6/19/2025,6/21/2025,Dallas,Dallas,Air,Delta,Business,1,993.02,398.25
EMP01894,Engineering,Client Meeting,3/12/2025,3/18/2025,Chicago,Chicago,Bus,Intercity Bus,Standard,0,1282.39,102.59
EMP01895,Finance,Client Meeting,12/29/2025,1/5/2026,New York,Chicago,Rail,Amtrak,Business,0,2953.13,295.31
EMP01896,HR,Client Meeting,4/13/2025,4/17/2025,Chicago,Dallas,Bus,Intercity Bus,Standard,0,2020.36,161.63
EMP01897,Sales,Client Meeting,9/26/2025,10/1/2025,Atlanta,Chicago,Air,Delta,First,2,1922.28,780.57
EMP01898,HR,Internal Meeting,3/28/2025,3/29/2025,Chicago,Tampa,Air,Delta,Economy,2,2991.38,1047.85
EMP01899,Operations,Internal Meeting,2/5/2025,2/8/2025,New York,San Francisco,Road,Uber,Standard,0,1311.09,655.54
EMP01900,Operations,Training,6/26/2025,6/28/2025,San Francisco,New York,Rail,Amtrak,Standard,0,528.59,52.86
EMP01901,Operations,Conference,12/28/2025,12/31/2025,Dallas,Tampa,Bus,Intercity Bus,Standard,0,87.19,6.98
EMP01902,Sales,Training,10/3/2025,10/5/2025,Atlanta,New York,Air,American Airlines,Business,1,1701.28,575.32
EMP01903,Operations,Conference,2/21/2025,3/1/2025,San Francisco,Chicago,Rail,Amtrak,Standard,0,136.62,13.66
EMP01904,Finance,Internal Meeting,12/4/2025,12/13/2025,Tampa,Atlanta,Bus,Intercity Bus,Standard,0,2477.73,198.22
EMP01905,Engineering,Internal Meeting,6/23/2025,6/27/2025,New York,Dallas,Air,American Airlines,Economy,2,668.77,467.19
EMP01906,Operations,Client Meeting,7/3/2025,7/4/2025,San Francisco,Tampa,Air,Southwest,First,1,2207.91,701.98
EMP01907,Operations,Internal Meeting,9/27/2025,10/7/2025,San Francisco,Atlanta,Road,Enterprise,Standard,0,1043.68,521.84
EMP01908,Finance,Conference,5/25/2025,5/31/2025,Chicago,Atlanta,Rail,Amtrak,Standard,0,924.64,92.46
EMP01909,Finance,Client Meeting,7/26/2025,8/2/2025,Dallas,Tampa,Bus,Intercity Bus,Standard,0,2758.71,220.7
EMP01910,Operations,Internal Meeting,2/23/2025,3/1/2025,San Francisco,Dallas,Bus,Intercity Bus,Standard,0,376.71,30.14
EMP01911,Sales,Client Meeting,9/12/2025,9/17/2025,New York,Tampa,Road,Enterprise,Standard,0,2290.77,1145.38
EMP01912,Engineering,Training,10/28/2025,11/7/2025,Atlanta,Tampa,Road,Enterprise,Standard,0,2964.79,1482.39
EMP01913,HR,Client Meeting,1/25/2025,1/30/2025,Atlanta,Dallas,Air,Southwest,Economy,2,2708.82,977.21
EMP01914,Engineering,Client Meeting,9/18/2025,9/24/2025,Dallas,New York,Rail,Amtrak,Standard,0,1404.83,140.48
EMP01915,Engineering,Internal Meeting,12/31/2025,1/6/2026,New York,San Francisco,Rail,Amtrak,Standard,0,1105.5,110.55
EMP01916,Sales,Training,1/24/2025,1/31/2025,Tampa,New York,Air,United,First,1,1507.93,526.98
EMP01917,HR,Internal Meeting,4/1/2025,4/8/2025,Tampa,New York,Road,Uber,Standard,0,2645.47,1322.73
EMP01918,Finance,Training,11/3/2025,11/7/2025,New York,Atlanta,Rail,Amtrak,Business,0,1600.03,160
EMP01919,Finance,Internal Meeting,7/29/2025,7/30/2025,Chicago,New York,Road,Lyft,Standard,0,770.8,385.4
EMP01920,Sales,Internal Meeting,5/10/2025,5/20/2025,Tampa,Atlanta,Bus,Intercity Bus,Standard,0,383.18,30.65
EMP01921,Sales,Client Meeting,3/7/2025,3/11/2025,Tampa,New York,Bus,Intercity Bus,Standard,0,307.18,24.57
EMP01922,Operations,Training,2/4/2025,2/7/2025,New York,Atlanta,Bus,Intercity Bus,Standard,0,2171.28,173.7
EMP01923,Operations,Training,12/15/2025,12/22/2025,Chicago,San Francisco,Road,Lyft,Standard,0,1289.35,644.67
EMP01924,Engineering,Client Meeting,2/25/2025,2/27/2025,San Francisco,Dallas,Road,Lyft,Standard,0,2720.81,1360.4
EMP01925,Finance,Internal Meeting,3/7/2025,3/16/2025,Tampa,Tampa,Rail,Amtrak,Standard,0,2232.03,223.2
EMP01926,Sales,Client Meeting,1/20/2025,1/27/2025,New York,Dallas,Rail,Amtrak,Standard,0,614.22,61.42
EMP01927,Operations,Client Meeting,8/13/2025,8/16/2025,Atlanta,San Francisco,Road,Lyft,Standard,0,1860.64,930.32
EMP01928,Operations,Client Meeting,4/18/2025,4/24/2025,New York,Chicago,Rail,Amtrak,Standard,0,1334.74,133.47
EMP01929,Engineering,Client Meeting,3/31/2025,4/6/2025,Dallas,Dallas,Road,Lyft,Standard,0,1752.89,876.45
EMP01930,Engineering,Conference,5/30/2025,6/8/2025,Atlanta,New York,Rail,Amtrak,Standard,0,2227.3,222.73
EMP01931,Finance,Client Meeting,12/3/2025,12/11/2025,New York,San Francisco,Road,Uber,Standard,0,2428.28,1214.14
EMP01932,Operations,Training,10/13/2025,10/16/2025,Tampa,Tampa,Road,Uber,Standard,0,2539.03,1269.52
EMP01933,Engineering,Training,7/29/2025,8/7/2025,Chicago,Tampa,Air,Delta,First,1,799.23,349.81
EMP01934,Finance,Client Meeting,2/23/2025,2/27/2025,San Francisco,Tampa,Rail,Amtrak,Standard,0,422.48,42.25
EMP01935,Engineering,Client Meeting,10/18/2025,10/20/2025,San Francisco,San Francisco,Bus,Intercity Bus,Standard,0,2044.72,163.58
EMP01936,Operations,Internal Meeting,1/11/2025,1/19/2025,Dallas,Atlanta,Air,Southwest,Business,2,1009.06,552.26
EMP01937,HR,Internal Meeting,12/16/2025,12/24/2025,Dallas,New York,Rail,Amtrak,Business,0,61.26,6.13
EMP01938,Engineering,Conference,10/2/2025,10/8/2025,Chicago,Atlanta,Bus,Intercity Bus,Standard,0,2060.92,164.87
EMP01939,HR,Client Meeting,7/18/2025,7/23/2025,Dallas,Chicago,Rail,Amtrak,Standard,0,543.04,54.3
EMP01940,Operations,Conference,1/22/2025,1/30/2025,Dallas,New York,Rail,Amtrak,Business,0,1983.08,198.31
EMP01941,Finance,Internal Meeting,4/17/2025,4/24/2025,Atlanta,Dallas,Road,Lyft,Standard,0,2975.64,1487.82
EMP01942,HR,Training,7/18/2025,7/26/2025,Chicago,Atlanta,Bus,Intercity Bus,Standard,0,264.38,21.15
EMP01943,Engineering,Conference,3/10/2025,3/19/2025,New York,Atlanta,Bus,Intercity Bus,Standard,0,277.38,22.19
EMP01944,Finance,Internal Meeting,10/19/2025,10/23/2025,Chicago,Atlanta,Rail,Amtrak,Business,0,1054.12,105.41
