trip_id,supplier_location,destination_facility,carrier_name,carrier_type,mode_of_transport,delivery_datetime,idle_time_minutes,fuel_consumed_gallons,fuel_type,electricity_kwh,shipment_weight_lb,shipment_volume_ctf,pallets_packages,distance_traveled,invoice_amount_usd
TRIP02738,Chicago,Los Angeles,Maersk,LTL,Road,12/5/2025,138.64,128.7,CNG,0,4431.55,14.53,4,772.19,514.73
TRIP02739,Los Angeles,Los Angeles,DHL,,Rail,4/30/2025,125.22,41.67,Diesel,0,4322.01,20.99,18,1389.1,960.99
TRIP02740,New York,New York,UPS,,Sea,10/4/2025,56.25,332.17,Heavy Fuel Oil,0,8078.68,43.65,22,1660.84,1211.99
TRIP02741,Los Angeles,New York,FedEx,,Rail,11/9/2025,12.67,9.32,Diesel,0,16619.76,85.46,16,310.52,647.66
TRIP02742,Tampa,Los Angeles,XPO Logistics,,Rail,3/3/2025,20.9,42.02,Diesel,0,604.22,57.46,2,1400.61,732.39
TRIP02743,Tampa,New York,XPO Logistics,,Air,7/31/2025,128.95,71.75,Jet Fuel,0,15878.76,80.64,20,717.5,876.33
TRIP02744,Los Angeles,Atlanta,UPS,LTL,Road,4/3/2025,121.45,0,Electric,490.78,12459.37,91.75,25,327.19,662.78
TRIP02745,Chicago,Los Angeles,DHL,,Air,2/15/2025,62.87,164.92,Jet Fuel,0,15333.42,84.17,11,1649.18,1241.26
TRIP02746,Tampa,Chicago,Maersk,,Sea,7/15/2025,177.02,190.57,Heavy Fuel Oil,0,13384.92,70.84,16,952.87,904.13
TRIP02747,Los Angeles,Chicago,DHL,LTL,Road,2/19/2025,78.55,335.49,Diesel,0,19135.32,20.94,19,2012.94,1579.18
TRIP02748,Los Angeles,Chicago,Maersk,,Rail,2/16/2025,178.1,34.61,Diesel,0,5481.64,30.4,7,1153.54,756.4
TRIP02749,Atlanta,Dallas,UPS,,Sea,4/27/2025,112.69,471.95,Heavy Fuel Oil,0,1520.88,87.37,23,2359.73,1440.28
TRIP02750,Dallas,Los Angeles,DHL,,Air,8/20/2025,56.34,21.09,Jet Fuel,0,16859.98,65.17,5,210.89,492.64
TRIP02751,Tampa,New York,FedEx,,Rail,11/7/2025,114.74,82.52,Diesel,0,16587.14,98.08,21,2750.73,1917.11
TRIP02752,Tampa,New York,DHL,,Air,2/18/2025,106.09,60.76,Jet Fuel,0,3918.56,65.67,10,607.6,482.17
TRIP02753,Atlanta,Tampa,FedEx,,Air,6/17/2025,132.59,124.08,Jet Fuel,0,7984.78,20.14,8,1240.85,860.12
TRIP02754,Chicago,Dallas,XPO Logistics,,Air,10/16/2025,114.85,80.29,Jet Fuel,0,1876.07,8.79,5,802.93,488.99
TRIP02755,Dallas,Tampa,UPS,FTL,Road,4/4/2025,112.95,316.07,Gasoline,0,5995.77,42.1,13,1896.41,1198.12
TRIP02756,Tampa,Los Angeles,XPO Logistics,FTL,Road,10/21/2025,81.01,0,Electric,3083.43,12894.33,86.25,8,2055.62,1365.7
TRIP02757,Chicago,Los Angeles,XPO Logistics,LTL,Road,8/16/2025,100.27,0,Electric,2399.72,2382.32,99.18,26,1599.81,1107.55
TRIP02758,Tampa,New York,DHL,,Air,5/30/2025,142.36,206.48,Jet Fuel,0,12784.08,88.25,19,2064.75,1478.06
TRIP02759,Tampa,Dallas,XPO Logistics,LTL,Road,2/21/2025,123.37,130.62,CNG,0,13595.83,90.32,28,783.69,943.76
TRIP02760,Atlanta,New York,Maersk,,Rail,12/4/2025,32.13,81.14,Diesel,0,5774.66,90.16,6,2704.64,1527.81
TRIP02761,New York,Chicago,FedEx,,Sea,12/9/2025,95.63,580.72,Heavy Fuel Oil,0,16247.01,11.86,19,2903.59,1966.74
TRIP02762,New York,Tampa,UPS,,Rail,7/7/2025,75.93,15.82,Diesel,0,7449.49,10.77,24,527.23,652.6
TRIP02763,Atlanta,Atlanta,UPS,,Sea,7/26/2025,153.13,69.64,Heavy Fuel Oil,0,16058.22,91.59,28,348.18,775.25
TRIP02764,Tampa,Dallas,Maersk,,Air,12/4/2025,140.06,272.53,Jet Fuel,0,1530.6,63.82,14,2725.34,1533.28
TRIP02765,Los Angeles,New York,XPO Logistics,,Air,2/16/2025,76.45,284.64,Jet Fuel,0,14365.06,88.27,10,2846.36,1810.48
TRIP02766,Los Angeles,Los Angeles,XPO Logistics,,Rail,10/16/2025,128.23,9.44,Diesel,0,12548.57,50.03,7,314.64,478.29
TRIP02767,New York,Los Angeles,XPO Logistics,,Sea,11/26/2025,89.52,268.67,Heavy Fuel Oil,0,11089.08,56.21,24,1343.37,1133.47
TRIP02768,Atlanta,Dallas,UPS,,Rail,8/18/2025,86.7,52.45,Diesel,0,7761.81,13.53,9,1748.46,1119.47
TRIP02769,Atlanta,Dallas,Maersk,,Sea,8/11/2025,35.84,366.15,Heavy Fuel Oil,0,17920.85,86.76,20,1830.75,1473.79
TRIP02770,Chicago,Tampa,FedEx,,Sea,9/9/2025,164.59,112.77,Heavy Fuel Oil,0,2099.85,74.08,28,563.84,603.92
TRIP02771,Tampa,Dallas,XPO Logistics,,Sea,7/19/2025,158.59,393.05,Heavy Fuel Oil,0,1725.91,14.4,7,1965.27,1087.15
TRIP02772,Dallas,Chicago,FedEx,,Rail,9/28/2025,44.29,65.31,Diesel,0,12893.39,56.95,24,2177.01,1586.37
TRIP02773,Tampa,Atlanta,DHL,,Air,10/28/2025,111.88,96.38,Jet Fuel,0,4882.43,36.52,1,963.83,589.56
TRIP02774,Los Angeles,New York,DHL,LTL,Road,10/1/2025,57.34,0,Electric,423.9,5809.38,32.88,13,282.6,387.49
TRIP02775,Dallas,Chicago,DHL,LTL,Road,12/17/2025,147.81,55.36,CNG,0,3380.65,18.22,25,332.16,483.69
TRIP02776,New York,New York,XPO Logistics,FTL,Road,12/15/2025,56.38,210.85,Diesel,0,14953.74,41,2,1265.1,951.62
TRIP02777,Tampa,Chicago,UPS,FTL,Road,2/7/2025,38.16,86.2,Gasoline,0,1135.55,24.86,21,517.2,491.31
TRIP02778,Atlanta,New York,FedEx,,Air,7/15/2025,40.57,65.2,Jet Fuel,0,13898.56,91.79,12,652.02,723.98
TRIP02779,Atlanta,Los Angeles,DHL,,Air,1/3/2025,153.64,89.1,Jet Fuel,0,9155.53,29.77,3,891.04,658.63
TRIP02780,Atlanta,Los Angeles,UPS,,Rail,7/19/2025,55.26,83.29,Diesel,0,10154.58,25.49,2,2776.44,1611.31
TRIP02781,Atlanta,Dallas,FedEx,,Sea,3/21/2025,168.4,365.94,Heavy Fuel Oil,0,13411.11,65.85,29,1829.71,1473.08
TRIP02782,Atlanta,New York,XPO Logistics,FTL,Road,8/5/2025,27.51,61.19,CNG,0,17259.75,16.77,24,367.12,768.75
TRIP02783,Los Angeles,Dallas,DHL,FTL,Road,12/20/2025,156.76,0,Electric,392.75,1976.09,58.7,5,261.83,220.44
TRIP02784,Chicago,Chicago,UPS,,Rail,9/7/2025,136.73,59.89,Diesel,0,14451.98,15.92,8,1996.45,1367.26
TRIP02785,Dallas,New York,Maersk,,Air,1/22/2025,160.91,77.52,Jet Fuel,0,14603.56,75.03,7,775.19,749.67
TRIP02786,Los Angeles,Chicago,UPS,LTL,Road,11/23/2025,39.4,0,Electric,1192.08,7537.69,84.76,27,794.72,818.11
TRIP02787,Atlanta,Chicago,UPS,,Air,10/2/2025,177.84,206.41,Jet Fuel,0,8601.34,59.56,28,2064.13,1484.09
TRIP02788,Dallas,Atlanta,Maersk,,Rail,5/26/2025,35.63,51.05,Diesel,0,13943.22,12.72,15,1701.66,1279.69
TRIP02789,New York,Dallas,XPO Logistics,,Rail,5/14/2025,28.48,75.48,Diesel,0,18724.52,14.56,25,2516.05,1882.52
TRIP02790,Tampa,Tampa,UPS,,Sea,2/14/2025,159.09,453.72,Heavy Fuel Oil,0,1009.53,21,3,2268.58,1184.48
TRIP02791,New York,Chicago,UPS,LTL,Road,8/29/2025,79.14,97.31,Diesel,0,15965.45,46.24,14,583.87,751.24
TRIP02792,Atlanta,Tampa,UPS,,Sea,2/12/2025,30.75,196.75,Heavy Fuel Oil,0,12844.17,44.22,29,983.76,1038.76
TRIP02793,Los Angeles,Tampa,Maersk,FTL,Road,8/13/2025,24.17,63.74,Gasoline,0,1538.98,74.63,15,382.46,372.01
TRIP02794,New York,Tampa,UPS,FTL,Road,1/23/2025,164.21,420,Diesel,0,12298.98,18.07,12,2520.01,1625.98
TRIP02795,Dallas,Dallas,DHL,FTL,Road,4/13/2025,47.62,351.63,Diesel,0,18531.16,81.33,18,2109.79,1605.52
TRIP02796,Chicago,Chicago,DHL,LTL,Road,4/26/2025,116.84,0,Electric,1523.13,4439.73,39.74,23,1015.42,826.5
TRIP02797,Atlanta,Dallas,FedEx,,Sea,8/14/2025,134.81,111.87,Heavy Fuel Oil,0,5246.94,47.34,2,559.34,404.61
TRIP02798,Tampa,Atlanta,XPO Logistics,,Rail,3/24/2025,109.06,85.65,Diesel,0,1761.09,1.56,7,2855.07,1532.76
TRIP02799,Atlanta,New York,FedEx,,Rail,2/27/2025,97.78,44.68,Diesel,0,3812.62,89.58,10,1489.45,920.98
TRIP02800,Los Angeles,Tampa,XPO Logistics,,Sea,10/1/2025,14.81,65.91,Heavy Fuel Oil,0,6499.61,2.92,15,329.57,444.78
TRIP02801,Tampa,New York,DHL,FTL,Road,1/20/2025,144.86,0,Electric,681.53,3546.75,6.39,5,454.35,348.11
TRIP02802,Tampa,Los Angeles,FedEx,FTL,Road,1/2/2025,65.32,338.23,Gasoline,0,13429.68,67.07,2,2029.4,1303.29
TRIP02803,New York,Tampa,FedEx,LTL,Road,1/11/2025,83.67,82.45,Gasoline,0,12449.13,42.57,21,494.67,706.32
TRIP02804,New York,Los Angeles,DHL,,Sea,12/18/2025,60.84,173.21,Heavy Fuel Oil,0,19496.33,26.62,7,866.04,892.95
TRIP02805,New York,Chicago,UPS,,Sea,12/16/2025,149.5,221.91,Heavy Fuel Oil,0,14382.3,61.52,29,1109.53,1132.41
TRIP02806,Chicago,New York,DHL,,Rail,11/22/2025,167.15,31.85,Diesel,0,3953.31,20.64,10,1061.61,709.87
TRIP02807,Chicago,Chicago,Maersk,FTL,Road,4/25/2025,116.73,0,Electric,3448.26,9678.98,68.33,15,2298.84,1493
TRIP02808,Los Angeles,Los Angeles,Maersk,FTL,Road,3/24/2025,16.16,8.39,Diesel,0,464.55,39.57,17,50.35,204.47
TRIP02809,Chicago,Dallas,FedEx,FTL,Road,7/30/2025,176.08,492.14,CNG,0,9152.64,36.56,6,2952.85,1719.48
TRIP02810,Atlanta,Chicago,DHL,LTL,Road,7/27/2025,171.91,88.21,Gasoline,0,12053.28,49.63,13,529.26,635.7
TRIP02811,Chicago,Los Angeles,Maersk,,Sea,7/18/2025,51.51,496.04,Heavy Fuel Oil,0,9672.92,67.73,3,2480.2,1463.56
TRIP02812,Chicago,Dallas,DHL,,Rail,12/7/2025,148.9,39.62,Diesel,0,9519.58,74.68,26,1320.58,1110.68
TRIP02813,Chicago,Atlanta,UPS,LTL,Road,12/31/2025,90.4,0,Electric,3725.39,4817.84,33.04,22,2483.59,1558.15
TRIP02814,Atlanta,Los Angeles,Maersk,,Rail,10/8/2025,19.43,67.91,Diesel,0,12268.68,10.96,4,2263.54,1417.14
TRIP02815,Chicago,Dallas,UPS,,Rail,7/21/2025,73.95,1.72,Diesel,0,2112.91,79.43,15,57.46,220.99
TRIP02816,Atlanta,Chicago,XPO Logistics,,Air,11/30/2025,34.59,64.1,Jet Fuel,0,8340.77,61.79,16,640.95,647.29
TRIP02817,Chicago,Dallas,FedEx,,Sea,4/13/2025,35.31,370.62,Heavy Fuel Oil,0,18671.85,20.37,26,1853.08,1559.98
TRIP02818,Atlanta,Dallas,Maersk,FTL,Road,4/3/2025,39.5,398.31,Diesel,0,12049.07,10.94,12,2389.85,1555.91
TRIP02819,Los Angeles,Atlanta,XPO Logistics,,Sea,12/8/2025,46.25,230.25,Heavy Fuel Oil,0,8408.7,30.76,3,1151.25,773.8
TRIP02820,Atlanta,Dallas,Maersk,LTL,Road,3/19/2025,50.77,346.65,Gasoline,0,19198.42,46.38,10,2079.93,1523.93
TRIP02821,Atlanta,Los Angeles,Maersk,FTL,Road,11/9/2025,57.34,446.84,CNG,0,19426.37,78.84,8,2681.01,1809.03
TRIP02822,New York,Los Angeles,FedEx,,Air,2/3/2025,93.63,283.23,Jet Fuel,0,17693,9.31,16,2832.33,1930.03
TRIP02823,Tampa,Tampa,FedEx,,Air,6/19/2025,66.82,241.71,Jet Fuel,0,13441.02,13.54,11,2417.13,1587.39
TRIP02824,Tampa,Dallas,UPS,,Rail,3/19/2025,121.13,19.9,Diesel,0,16026.46,62.83,27,663.27,922.16
TRIP02825,Atlanta,Dallas,DHL,,Air,11/16/2025,78.12,256.06,Jet Fuel,0,18639,97.29,26,2560.56,1913.06
TRIP02826,Dallas,New York,Maersk,,Sea,6/23/2025,100.32,317.64,Heavy Fuel Oil,0,15601.87,34.67,11,1588.2,1216.14
TRIP02827,Los Angeles,Atlanta,DHL,,Rail,2/21/2025,73.1,74.83,Diesel,0,8567.56,7.12,25,2494.39,1668.55
TRIP02828,New York,Atlanta,UPS,FTL,Road,3/2/2025,164.24,45.38,CNG,0,19171.14,44.07,1,272.3,529.57
TRIP02829,Chicago,Atlanta,DHL,,Sea,12/20/2025,146.64,378.51,Heavy Fuel Oil,0,6124.31,30.31,8,1892.53,1148.75
TRIP02830,Atlanta,Tampa,Maersk,LTL,Road,1/21/2025,55.62,0,Electric,2521.92,9822.37,12.28,26,1681.28,1297.09
TRIP02831,Chicago,Chicago,Maersk,,Sea,3/29/2025,122.19,57.32,Heavy Fuel Oil,0,15046.48,14.94,17,286.61,614.23
TRIP02832,Tampa,New York,Maersk,,Rail,10/27/2025,82.31,47.31,Diesel,0,3430.61,97.87,28,1577.06,1137.14
TRIP02833,New York,Atlanta,FedEx,,Sea,9/9/2025,11.86,261.05,Heavy Fuel Oil,0,17450.34,40.13,20,1305.23,1201.62
TRIP02834,Los Angeles,New York,DHL,,Rail,2/13/2025,164.46,79.94,Diesel,0,5502.54,4.86,24,2664.57,1682.34
TRIP02835,Dallas,Tampa,UPS,FTL,Road,12/13/2025,143.67,147.71,Diesel,0,17998.59,79.29,26,886.23,1063.09
TRIP02836,Tampa,Los Angeles,DHL,FTL,Road,12/31/2025,78.39,445.97,Diesel,0,11099.67,96.8,10,2675.81,1659.9
TRIP02837,Dallas,New York,FedEx,,Sea,11/15/2025,100.47,461.15,Heavy Fuel Oil,0,4954.26,84.05,19,2305.75,1441.96
TRIP02838,New York,Chicago,DHL,FTL,Road,4/9/2025,82.49,471.46,CNG,0,13656.99,64.91,5,2828.78,1737.53
TRIP02839,Tampa,Chicago,UPS,,Rail,1/27/2025,12.02,84.64,Diesel,0,8628.42,36.48,19,2821.47,1773.3
TRIP02840,Los Angeles,Atlanta,DHL,,Rail,8/18/2025,148.97,12.59,Diesel,0,6567.34,56.93,14,419.64,481.17
TRIP02841,Chicago,Dallas,DHL,,Air,12/3/2025,72.34,162.45,Jet Fuel,0,6835.76,66.14,22,1624.48,1168.96
TRIP02842,Chicago,Los Angeles,DHL,,Air,10/10/2025,58.05,188.41,Jet Fuel,0,1391.98,53.49,6,1884.07,1029.87
TRIP02843,Tampa,Atlanta,XPO Logistics,,Air,1/10/2025,28.78,203.66,Jet Fuel,0,465.14,75.81,15,2036.59,1177.6
TRIP02844,Dallas,Chicago,Maersk,FTL,Road,7/18/2025,24.51,0,Electric,3745.5,13940.54,57.93,8,2497,1607.31
TRIP02845,Los Angeles,Dallas,DHL,,Sea,7/7/2025,85.44,272.19,Heavy Fuel Oil,0,17003.5,61.97,12,1360.93,1140.54
TRIP02846,New York,Chicago,DHL,,Sea,3/9/2025,68.21,81.13,Heavy Fuel Oil,0,2486.81,72.86,23,405.67,482.57
TRIP02847,Dallas,Los Angeles,XPO Logistics,,Rail,4/9/2025,43.91,89.84,Diesel,0,169.74,3.74,5,2994.68,1550.73
TRIP02848,Chicago,Dallas,FedEx,,Rail,8/19/2025,175.07,6.88,Diesel,0,4819.25,43.18,3,229.27,241.02
TRIP02849,Los Angeles,Tampa,XPO Logistics,,Rail,2/28/2025,148.55,79.68,Diesel,0,18916.51,12.25,29,2655.99,1996.33
TRIP02850,Tampa,Atlanta,UPS,,Air,2/8/2025,117.55,100.34,Jet Fuel,0,19647.06,71.15,1,1003.41,904.65
TRIP02851,Atlanta,Dallas,UPS,,Air,10/20/2025,96.95,20.48,Jet Fuel,0,5936,92.19,19,204.76,411.1
TRIP02852,Atlanta,Tampa,FedEx,,Air,1/7/2025,70.44,32.51,Jet Fuel,0,18425.63,35.05,6,325.12,591.07
TRIP02853,Los Angeles,Dallas,UPS,,Air,10/26/2025,164.48,270.43,Jet Fuel,0,2451.3,31.76,3,2704.34,1431.2
TRIP02854,Los Angeles,Chicago,FedEx,,Rail,11/10/2025,168.94,47.38,Diesel,0,1591.39,11.92,20,1579.3,1021.48
TRIP02855,Tampa,Tampa,UPS,LTL,Road,4/6/2025,17.35,0,Electric,762.25,774.12,98.99,26,508.17,529.57
TRIP02856,Tampa,Tampa,UPS,,Sea,4/18/2025,42.97,584.85,Heavy Fuel Oil,0,441.74,94.82,10,2924.24,1570.95
TRIP02857,Tampa,Los Angeles,Maersk,,Air,6/14/2025,37.36,74.81,Jet Fuel,0,17548.98,82.13,25,748.08,975.02
TRIP02858,Los Angeles,New York,Maersk,LTL,Road,12/29/2025,80.5,97.45,CNG,0,11354.22,64.09,4,584.68,559.42
TRIP02859,Los Angeles,Atlanta,DHL,,Sea,12/13/2025,101.81,31.33,Heavy Fuel Oil,0,6496.28,76.59,7,156.65,278.25
TRIP02860,New York,Tampa,UPS,,Sea,9/17/2025,136.91,254.42,Heavy Fuel Oil,0,19545.94,58.63,10,1272.12,1126.98
TRIP02861,Tampa,Tampa,UPS,FTL,Road,3/15/2025,16.8,283.65,CNG,0,12664.65,24.97,27,1701.88,1374.23
TRIP02862,Atlanta,Los Angeles,FedEx,,Air,4/7/2025,54.25,64.25,Jet Fuel,0,3801.57,26.22,10,642.51,497.29
TRIP02863,Atlanta,Dallas,UPS,FTL,Road,11/22/2025,124.57,242.16,Gasoline,0,6058.31,33,7,1452.95,917.64
TRIP02864,New York,Chicago,UPS,,Rail,8/7/2025,103.03,49.05,Diesel,0,8938.47,63.81,1,1635.14,1006.34
TRIP02865,Dallas,Dallas,XPO Logistics,LTL,Road,12/2/2025,82.42,275.45,CNG,0,19519.46,37.34,8,1652.7,1296.74
TRIP02866,Dallas,Dallas,FedEx,LTL,Road,2/2/2025,121.98,325.32,CNG,0,3623.71,56.49,10,1951.91,1148.43
TRIP02867,Tampa,New York,FedEx,,Sea,12/12/2025,108.47,98.82,Heavy Fuel Oil,0,18469.41,56.94,3,494.1,646.44
TRIP02868,Los Angeles,Chicago,FedEx,,Air,6/13/2025,51.84,17.47,Jet Fuel,0,11776.42,28.18,7,174.69,392.87
TRIP02869,New York,Dallas,XPO Logistics,,Air,5/15/2025,43.04,175.34,Jet Fuel,0,8414.65,17.41,13,1753.36,1174.97
TRIP02870,Los Angeles,Dallas,DHL,,Sea,9/3/2025,24.89,584.62,Heavy Fuel Oil,0,7296.74,60.54,15,2923.11,1757.49
TRIP02871,Dallas,Chicago,Maersk,,Rail,6/10/2025,156.6,35.27,Diesel,0,10183.09,27.61,24,1175.65,1031.49
TRIP02872,New York,Los Angeles,UPS,LTL,Road,1/22/2025,148.88,97.36,Gasoline,0,10930.31,95.1,15,584.14,660.68
TRIP02873,Chicago,Chicago,Maersk,,Rail,8/26/2025,42.52,59.34,Diesel,0,16803.48,94.5,12,1978,1445.07
TRIP02874,Chicago,Chicago,UPS,FTL,Road,8/3/2025,10.7,429.35,Diesel,0,17664.71,30.39,29,2576.09,1931.34
TRIP02875,Dallas,Chicago,Maersk,FTL,Road,1/8/2025,56.65,176.94,CNG,0,19380.3,69.8,17,1061.66,1088.44
TRIP02876,Atlanta,Atlanta,UPS,LTL,Road,1/9/2025,164.15,132.72,Diesel,0,19514.91,86.39,3,796.35,818.47
TRIP02877,Dallas,Dallas,FedEx,FTL,Road,7/20/2025,18.86,0,Electric,4489.61,3365.88,6.4,24,2993.07,1803.85
TRIP02878,New York,Dallas,UPS,FTL,Road,11/7/2025,141.62,181.47,Gasoline,0,8630.09,82.6,21,1088.81,927.01
TRIP02879,Chicago,Atlanta,FedEx,,Sea,6/30/2025,146.37,430.42,Heavy Fuel Oil,0,12735.54,39.33,3,2152.1,1360.76
TRIP02880,Tampa,Tampa,Maersk,,Rail,11/8/2025,25.51,85.3,Diesel,0,738.08,5.51,26,2843.34,1696.43
TRIP02881,Dallas,Atlanta,XPO Logistics,FTL,Road,4/21/2025,43.39,222.92,Diesel,0,11677.65,52.69,9,1337.52,992.31
TRIP02882,Dallas,Los Angeles,DHL,FTL,Road,12/17/2025,17.38,330.28,CNG,0,13728.6,93.31,7,1981.69,1335.42
TRIP02883,Tampa,New York,XPO Logistics,FTL,Road,6/24/2025,39.03,40.99,CNG,0,11081.38,11.39,7,245.93,414.59
TRIP02884,Atlanta,Dallas,FedEx,,Sea,1/10/2025,123.6,521.4,Heavy Fuel Oil,0,7945.5,92.56,21,2607.02,1672.42
TRIP02885,Chicago,Dallas,UPS,,Sea,4/18/2025,179.16,117.66,Heavy Fuel Oil,0,12307.8,41.78,1,588.31,550.31
TRIP02886,Dallas,Los Angeles,DHL,FTL,Road,5/24/2025,88.42,469.43,CNG,0,185.21,88.66,13,2816.56,1541.98
TRIP02887,Dallas,Los Angeles,UPS,FTL,Road,11/20/2025,29.09,240.66,Diesel,0,6882.25,95.51,27,1443.97,1129.63
TRIP02888,Los Angeles,New York,UPS,FTL,Road,10/16/2025,124.37,365.65,Diesel,0,18892.21,61.46,23,2193.88,1704.78
TRIP02889,Dallas,New York,Maersk,,Air,3/17/2025,69.61,277.75,Jet Fuel,0,16347.63,30.74,17,2777.48,1885.69
TRIP02890,New York,Dallas,XPO Logistics,,Air,9/9/2025,54.88,76.23,Jet Fuel,0,1340.12,18.77,24,762.32,647.96
TRIP02891,Chicago,New York,FedEx,,Rail,8/19/2025,102.39,58.39,Diesel,0,14097.28,30.61,8,1946.21,1335.05
TRIP02892,Chicago,Atlanta,UPS,,Rail,7/6/2025,164.35,10.27,Diesel,0,6444.09,6.08,26,342.22,559.99
TRIP02893,Tampa,Chicago,UPS,LTL,Road,6/17/2025,83.82,37.1,CNG,0,11807.45,56.61,23,222.58,577.44
TRIP02894,Chicago,New York,DHL,FTL,Road,9/6/2025,75.87,198.77,CNG,0,16849.67,22.72,24,1192.63,1173.31
TRIP02895,New York,Atlanta,XPO Logistics,LTL,Road,6/1/2025,25.85,316.5,CNG,0,11113.88,96.15,14,1898.99,1311.77
TRIP02896,Atlanta,New York,UPS,,Rail,7/12/2025,67.13,5.56,Diesel,0,2320.9,19.53,29,185.49,429.16
TRIP02897,Chicago,Los Angeles,DHL,,Air,5/14/2025,173.01,24.8,Jet Fuel,0,8490.23,40.04,14,247.97,433.79
TRIP02898,Atlanta,Atlanta,FedEx,,Rail,1/15/2025,149.66,75.62,Diesel,0,7340.12,8.2,12,2520.81,1527.21
TRIP02899,Los Angeles,Los Angeles,FedEx,,Sea,7/8/2025,68.68,57.8,Heavy Fuel Oil,0,6398.49,96.67,17,288.99,442.46
TRIP02900,Chicago,Atlanta,Maersk,,Sea,10/12/2025,62.09,119.68,Heavy Fuel Oil,0,195.52,51.4,6,598.41,363.12
TRIP02901,Atlanta,New York,DHL,,Sea,2/25/2025,152.86,305.51,Heavy Fuel Oil,0,4710.84,54.65,22,1527.55,1077.99
TRIP02902,Dallas,Chicago,UPS,,Rail,12/28/2025,153.55,14.62,Diesel,0,17121.19,67.84,25,487.49,836.17
TRIP02903,New York,Chicago,UPS,,Rail,10/28/2025,63.29,57.39,Diesel,0,1666.31,49.15,27,1913.08,1259.87
TRIP02904,Atlanta,Dallas,FedEx,,Air,1/27/2025,50.62,201.2,Jet Fuel,0,16808.62,36.68,28,2011.98,1622.16
TRIP02905,Dallas,New York,DHL,,Sea,3/14/2025,49.79,79.96,Heavy Fuel Oil,0,17429.57,1.58,24,399.79,788.49
TRIP02906,Dallas,Los Angeles,XPO Logistics,,Sea,1/14/2025,154.51,253,Heavy Fuel Oil,0,14350.23,11.83,23,1265,1149.5
TRIP02907,Los Angeles,Chicago,Maersk,,Rail,4/2/2025,124.8,54.88,Diesel,0,2999.08,72.92,27,1829.41,1244.69
TRIP02908,Dallas,New York,DHL,,Air,6/15/2025,134.81,280.09,Jet Fuel,0,4814.86,69.67,18,2800.86,1676.73
TRIP02909,New York,New York,XPO Logistics,,Air,1/29/2025,77.77,281.68,Jet Fuel,0,10631.98,1.99,17,2816.84,1791.06
TRIP02910,Los Angeles,Los Angeles,Maersk,LTL,Road,2/4/2025,108.73,0,Electric,1575.84,8781.75,63.63,16,1050.56,860.91
TRIP02911,Tampa,New York,UPS,LTL,Road,7/4/2025,59.89,246.14,Gasoline,0,14603.8,44.69,11,1476.86,1140.51
TRIP02912,Tampa,Chicago,FedEx,,Rail,9/10/2025,171.12,20.22,Diesel,0,5388.35,10.39,6,673.84,504.69
TRIP02913,Chicago,New York,XPO Logistics,,Air,8/2/2025,123.6,42.98,Jet Fuel,0,784.63,42.02,19,429.79,420.59
TRIP02914,Los Angeles,Chicago,XPO Logistics,LTL,Road,4/17/2025,41.75,360.8,Diesel,0,11665.59,95.91,19,2164.81,1505.72
TRIP02915,Dallas,Atlanta,FedEx,LTL,Road,1/27/2025,65.56,275.37,CNG,0,19729.89,43.81,18,1652.2,1400.7
TRIP02916,Atlanta,Chicago,FedEx,,Air,4/23/2025,168.49,55.87,Jet Fuel,0,12066.04,71.51,23,558.73,750.69
TRIP02917,Atlanta,Atlanta,XPO Logistics,FTL,Road,6/15/2025,141.16,303.94,CNG,0,2954.07,90.25,6,1823.65,1030.91
TRIP02918,Los Angeles,Chicago,XPO Logistics,,Air,5/29/2025,146.36,24.08,Jet Fuel,0,12460.39,24.3,14,240.76,509.59
TRIP02919,Chicago,Tampa,XPO Logistics,,Sea,2/4/2025,49.85,434.6,Heavy Fuel Oil,0,540.36,56.92,1,2172.98,1107.3
TRIP02920,Tampa,Atlanta,UPS,,Air,4/28/2025,20.61,162.09,Jet Fuel,0,2373.54,55.38,26,1620.92,1117.93
TRIP02921,New York,Chicago,DHL,,Air,12/26/2025,69.44,197.44,Jet Fuel,0,18240.43,38.57,24,1974.42,1592.02
TRIP02922,Tampa,New York,XPO Logistics,,Rail,3/26/2025,160.03,9.72,Diesel,0,10384.33,22.13,22,323.89,589.63
TRIP02923,Chicago,Atlanta,XPO Logistics,LTL,Road,11/18/2025,88.93,123.69,Gasoline,0,5321.15,70.7,2,742.14,497.49
TRIP02924,Dallas,New York,XPO Logistics,,Rail,7/18/2025,41.71,3.27,Diesel,0,2905.49,68.21,21,109.1,322.66
TRIP02925,Atlanta,Atlanta,DHL,,Rail,4/11/2025,31.44,57.82,Diesel,0,10051.84,11.23,2,1927.22,1184.65
TRIP02926,Dallas,Dallas,FedEx,,Sea,11/30/2025,67.63,268,Heavy Fuel Oil,0,14668.76,68.66,10,1340.02,1063.39
TRIP02927,Dallas,Chicago,Maersk,,Air,11/5/2025,107.14,173.57,Jet Fuel,0,9002.86,66.25,3,1735.66,1077.89
TRIP02928,Los Angeles,Los Angeles,UPS,,Sea,4/5/2025,41.06,154.85,Heavy Fuel Oil,0,13066.42,83.39,8,774.23,728.44
TRIP02929,Tampa,Tampa,FedEx,,Sea,4/16/2025,161.9,193.63,Heavy Fuel Oil,0,10246.86,86.44,13,968.17,819.02
