shipment_id,carrier_name,carrier_type,mode_of_transport,origin,destination,delivery_datetime,distance_traveled,idle_time,shipment_weight_lb,shipment_volume_cuft,fuel_consumed_gallons,electricity_kwh,invoice_amount_usd
SHP001590,C.H. Robinson,0,Ocean,New York,Chicago,2025-06-13 04:48:00,986.74,12.25,9989.68,235.43,197.35,0.0,79.55
SHP001591,Old Dominion,0,Ocean,New York,Atlanta,2025-09-28 07:36:00,3915.99,14.81,14592.43,82.97,783.2,0.0,190.44
SHP001592,J.B. Hunt,0,Ocean,San Francisco,Chicago,2025-09-05 07:05:00,4277.9,20.26,26728.48,169.85,855.58,0.0,261.98
SHP001593,XPO Logistics,0,Air,New York,Dallas,2025-10-13 07:42:00,2825.91,3.69,8769.26,20.67,282.59,0.0,881.86
SHP001594,C.H. Robinson,LTL,Road,Boston,Tampa,2025-12-10 06:29:00,902.51,5.01,9683.47,445.03,150.42,0.0,205.14
SHP001595,Schneider,0,Rail,Boston,Tampa,2025-06-24 06:52:00,1160.86,4.71,1599.72,124.08,34.83,0.0,70.84
SHP001596,DHL,0,Air,Boston,Atlanta,2025-03-20 16:06:00,1540.96,2.7,22511.45,371.58,154.1,0.0,835.47
SHP001597,XPO Logistics,0,Rail,Atlanta,Dallas,2025-08-20 19:32:00,647.63,4.95,3981.62,207.42,19.43,0.0,64.23
SHP001598,J.B. Hunt,0,Ocean,Dallas,Tampa,2025-05-23 13:10:00,6126.21,17.25,39630.39,139.67,1225.24,0.0,381.94
SHP001599,Old Dominion,LTL,Road,Boston,Tampa,2025-05-04 00:57:00,622.92,2.14,4489.94,428.62,103.82,0.0,119.65
SHP001600,Old Dominion,0,Rail,San Francisco,Tampa,2025-09-01 21:33:00,1294.73,7.18,8538.69,436.81,38.84,0.0,133.05
SHP001601,C.H. Robinson,0,Air,San Francisco,Tampa,2025-10-09 02:22:00,461.36,3.61,13498.41,157.98,46.14,0.0,385.31
SHP001602,Schneider,0,Rail,Chicago,San Francisco,2025-09-15 13:32:00,1019.34,7.58,2387.36,176.76,30.58,0.0,70.07
SHP001603,C.H. Robinson,FTL,Road,San Francisco,Chicago,2025-11-29 12:46:00,1035.06,2.53,8366.7,212.97,0.0,1552.59,166.47
SHP001604,J.B. Hunt,0,Rail,San Francisco,New York,2025-07-26 05:38:00,816.88,7.41,30596.41,253.05,24.51,0.0,285.62
SHP001605,XPO Logistics,0,Ocean,Miami,Tampa,2025-12-15 01:41:00,7912.78,12.24,2800.39,131.87,1582.56,0.0,251.39
SHP001606,UPS,LTL,Road,New York,Tampa,2025-10-22 08:15:00,551.48,1.15,9483.52,383.66,91.91,0.0,161.01
SHP001607,UPS,FTL,Road,Dallas,Atlanta,2025-07-27 12:25:00,358.53,3.65,28997.24,470.7,59.75,0.0,318.65
SHP001608,XPO Logistics,0,Rail,San Francisco,Dallas,2025-04-16 05:50:00,1610.62,4.61,31098.78,281.51,48.32,0.0,329.32
SHP001609,FedEx,0,Air,San Francisco,Miami,2025-11-02 09:46:00,1792.3,0.9,5482.44,265.24,179.23,0.0,557.72
SHP001610,Schneider,LTL,Road,Boston,Atlanta,2025-12-19 07:10:00,359.19,0.37,7269.97,17.21,59.87,0.0,115.8
SHP001611,Old Dominion,LTL,Road,Chicago,Dallas,2025-03-14 00:42:00,734.57,3.35,9692.82,242.62,122.43,0.0,185.08
SHP001612,UPS,0,Ocean,Atlanta,Tampa,2025-04-01 08:56:00,977.01,14.14,33723.3,498.43,195.4,0.0,197.93
SHP001613,FedEx,0,Rail,Tampa,Atlanta,2025-06-30 15:37:00,888.55,3.24,36312.81,96.43,26.66,0.0,334.93
SHP001614,FedEx,0,Ocean,Dallas,San Francisco,2025-02-26 01:52:00,5115.72,10.93,2122.75,174.3,1023.14,0.0,164.09
SHP001615,DHL,0,Air,Dallas,Atlanta,2025-09-15 05:48:00,1016.12,2.9,37977.22,134.76,101.61,0.0,1013.57
SHP001616,Schneider,LTL,Road,San Francisco,Boston,2025-08-20 15:47:00,983.19,0.57,5450.49,36.2,163.87,0.0,172.49
SHP001617,Schneider,0,Air,Boston,Chicago,2025-07-06 14:00:00,2821.89,3.18,26489.02,412.12,282.19,0.0,1235.25
SHP001618,UPS,0,Air,Atlanta,San Francisco,2025-12-06 19:30:00,2048.3,3.89,28701.34,462.4,204.83,0.0,1086.1
SHP001619,DHL,0,Air,Tampa,Chicago,2025-07-30 07:42:00,1696.26,0.91,21363.02,64.31,169.63,0.0,851.33
SHP001620,C.H. Robinson,0,Air,Boston,Tampa,2025-05-06 18:47:00,1899.73,2.19,25091.73,6.01,189.97,0.0,976.77
SHP001621,C.H. Robinson,0,Air,Dallas,Miami,2025-02-15 06:58:00,826.07,2.22,38044.89,192.42,82.61,0.0,967.42
SHP001622,Schneider,FTL,Road,Boston,San Francisco,2025-12-14 11:56:00,538.03,4.36,24349.81,150.16,0.0,807.04,286.54
SHP001623,Schneider,0,Ocean,Miami,Chicago,2025-06-08 06:02:00,3581.12,6.79,38657.85,66.19,716.22,0.0,300.72
SHP001624,FedEx,FTL,Road,Boston,San Francisco,2025-06-27 09:07:00,477.61,0.4,9260.29,390.46,79.6,0.0,130.81
SHP001625,J.B. Hunt,0,Ocean,Chicago,San Francisco,2025-12-15 04:33:00,2008.81,3.76,19240.9,5.97,401.76,0.0,156.47
SHP001626,J.B. Hunt,0,Rail,San Francisco,Dallas,2025-05-28 02:51:00,335.63,6.65,30973.2,457.65,10.07,0.0,264.57
SHP001627,Old Dominion,FTL,Road,Tampa,Chicago,2025-10-31 03:03:00,1032.69,4.18,2567.15,391.64,172.12,0.0,108.29
SHP001628,FedEx,0,Air,Tampa,San Francisco,2025-06-30 21:53:00,2582.88,3.3,20584.92,117.22,258.29,0.0,1057.42
SHP001629,DHL,FTL,Road,Chicago,Dallas,2025-09-15 21:49:00,1022.13,4.43,39240.07,78.69,170.35,0.0,474.17
SHP001630,XPO Logistics,FTL,Road,Chicago,Miami,2025-10-27 02:18:00,309.51,1.47,31805.32,94.27,0.0,464.26,342.81
SHP001631,C.H. Robinson,FTL,Road,Atlanta,New York,2025-11-23 12:27:00,126.66,5.99,1480.28,417.79,21.11,0.0,24.94
SHP001632,Schneider,FTL,Road,San Francisco,Atlanta,2025-10-16 13:43:00,470.17,5.09,22407.51,450.91,78.36,0.0,261.69
SHP001633,XPO Logistics,0,Rail,Dallas,Chicago,2025-03-11 13:35:00,1681.91,1.06,3478.78,125.93,50.46,0.0,111.93
SHP001634,Old Dominion,0,Air,San Francisco,Tampa,2025-06-02 18:59:00,2107.15,3.61,18667.71,303.88,210.72,0.0,900.14
SHP001635,Old Dominion,0,Rail,Miami,Boston,2025-08-12 03:08:00,501.6,6.63,38709.46,135.03,15.05,0.0,334.76
SHP001636,C.H. Robinson,0,Air,Atlanta,Dallas,2025-07-01 13:29:00,1636.03,0.8,22585.9,251.89,163.6,0.0,860.73
SHP001637,C.H. Robinson,0,Ocean,Boston,Tampa,2025-10-14 00:49:00,1583.27,11.73,13697.13,261.39,316.65,0.0,115.98
SHP001638,J.B. Hunt,LTL,Road,San Francisco,Boston,2025-09-20 11:08:00,723.5,0.3,7645.91,356.79,120.58,0.0,163.28
SHP001639,FedEx,FTL,Road,Chicago,San Francisco,2025-08-25 16:29:00,471.23,0.55,30319.84,477.63,78.54,0.0,340.9
SHP001640,UPS,LTL,Road,San Francisco,Boston,2025-02-24 10:38:00,326.17,2.11,1960.56,288.89,54.36,0.0,58.75
SHP001641,FedEx,0,Air,Boston,Atlanta,2025-06-19 01:07:00,718.07,1.75,28032.01,280.5,71.81,0.0,740.16
SHP001642,DHL,0,Rail,Chicago,Atlanta,2025-09-11 04:14:00,818.34,3.94,22703.38,3.93,24.55,0.0,222.54
SHP001643,XPO Logistics,0,Air,San Francisco,Miami,2025-01-04 15:39:00,511.98,3.58,3576.22,353.69,51.2,0.0,199.52
SHP001644,XPO Logistics,LTL,Road,Tampa,Chicago,2025-03-03 16:06:00,1108.04,1.81,3799.34,284.89,184.67,0.0,170.96
SHP001645,C.H. Robinson,0,Rail,New York,San Francisco,2025-01-13 16:28:00,1610.73,7.59,29712.75,44.22,48.32,0.0,318.24
SHP001646,J.B. Hunt,LTL,Road,San Francisco,Dallas,2025-04-05 07:53:00,819.53,2.61,4786.4,25.53,136.59,0.0,146.21
SHP001647,DHL,0,Ocean,New York,San Francisco,2025-03-16 20:01:00,1932.97,19.39,18431.37,151.53,386.59,0.0,150.15
SHP001648,XPO Logistics,0,Rail,Dallas,New York,2025-09-19 23:44:00,814.43,6.98,30085.46,136.89,24.43,0.0,281.41
SHP001649,Old Dominion,0,Ocean,Boston,Chicago,2025-05-29 21:06:00,1381.26,7.54,36869.88,291.21,276.25,0.0,225.79
SHP001650,UPS,0,Air,San Francisco,Dallas,2025-07-17 22:51:00,1740.4,2.59,14958.12,403.75,174.04,0.0,734.26
SHP001651,J.B. Hunt,0,Ocean,Miami,Boston,2025-08-06 04:01:00,4424.65,4.57,5598.07,268.89,884.93,0.0,160.73
SHP001652,J.B. Hunt,0,Ocean,New York,Atlanta,2025-07-19 00:37:00,7524.28,8.78,34846.88,382.28,1504.86,0.0,399.96
SHP001653,J.B. Hunt,FTL,Road,Tampa,Dallas,2025-08-28 23:29:00,334.98,0.46,4522.97,364.52,55.83,0.0,72.03
SHP001654,C.H. Robinson,LTL,Road,Atlanta,San Francisco,2025-09-15 06:22:00,279.62,2.38,5091.74,363.01,46.6,0.0,84.47
SHP001655,DHL,LTL,Road,Chicago,Dallas,2025-10-16 10:29:00,180.22,2.59,4927.97,270.87,30.04,0.0,70.91
SHP001656,C.H. Robinson,0,Air,San Francisco,Dallas,2025-02-04 20:30:00,2509.57,1.1,32409.34,346.75,250.96,0.0,1275.58
SHP001657,J.B. Hunt,0,Ocean,Chicago,Atlanta,2025-12-29 16:49:00,4669.03,17.39,16774.7,70.06,933.81,0.0,223.94
SHP001658,C.H. Robinson,0,Rail,Atlanta,San Francisco,2025-10-25 11:37:00,1265.22,4.67,25755.3,169.66,37.96,0.0,269.3
SHP001659,UPS,LTL,Road,Tampa,Boston,2025-04-29 03:42:00,1092.9,3.63,991.21,225.45,182.15,0.0,141.06
SHP001660,XPO Logistics,0,Ocean,Boston,Chicago,2025-04-29 23:50:00,6172.67,19.47,20036.58,447.48,1234.53,0.0,285.36
SHP001661,J.B. Hunt,LTL,Road,Miami,Boston,2025-02-02 01:39:00,357.82,2.61,9001.18,448.23,59.64,0.0,132.95
SHP001662,FedEx,LTL,Road,New York,San Francisco,2025-11-07 20:53:00,838.57,5.19,1024.42,432.63,139.76,0.0,110.87
SHP001663,DHL,0,Rail,Atlanta,Tampa,2025-12-24 14:24:00,712.99,2.25,9955.11,209.57,21.39,0.0,115.29
SHP001664,J.B. Hunt,0,Rail,Dallas,Chicago,2025-09-09 14:43:00,601.91,3.24,5831.65,148.79,18.06,0.0,76.75
SHP001665,XPO Logistics,0,Rail,Dallas,Miami,2025-03-24 13:52:00,1115.65,4.09,14195.39,373.48,33.47,0.0,169.35
SHP001666,C.H. Robinson,LTL,Road,New York,Chicago,2025-03-13 00:23:00,1077.54,4.6,3420.21,372.48,0.0,1616.31,163.51
SHP001667,XPO Logistics,FTL,Road,Chicago,Miami,2025-11-25 16:31:00,224.78,1.0,14152.27,404.04,37.46,0.0,159.51
SHP001668,DHL,0,Rail,Boston,San Francisco,2025-06-30 11:39:00,594.16,1.44,5702.53,429.51,17.82,0.0,75.33
SHP001669,DHL,FTL,Road,Miami,Atlanta,2025-02-06 18:05:00,778.85,1.71,22434.19,264.26,129.81,0.0,286.65
SHP001670,Schneider,0,Air,New York,Tampa,2025-09-13 07:03:00,2069.68,1.32,34643.92,155.37,206.97,0.0,1210.3
SHP001671,DHL,LTL,Road,San Francisco,Boston,2025-12-27 11:04:00,848.25,0.34,3820.67,176.5,141.38,0.0,140.0
SHP001672,J.B. Hunt,0,Air,New York,Atlanta,2025-10-22 07:54:00,1767.41,0.75,31710.19,109.67,176.74,0.0,1076.06
SHP001673,Old Dominion,0,Ocean,Tampa,Atlanta,2025-12-24 03:37:00,5577.78,19.67,22694.14,370.7,1115.56,0.0,280.8
SHP001674,XPO Logistics,0,Air,Tampa,New York,2025-06-23 13:16:00,2087.02,1.74,32449.91,148.06,208.7,0.0,1170.75
SHP001675,Schneider,0,Air,Tampa,Chicago,2025-04-15 17:52:00,1842.27,3.11,15468.76,152.08,184.23,0.0,769.94
SHP001676,FedEx,LTL,Road,Boston,Tampa,2025-10-16 19:44:00,578.25,4.95,9309.73,273.0,96.38,0.0,162.49
SHP001677,UPS,0,Air,New York,San Francisco,2025-11-03 23:39:00,2085.96,3.66,4392.6,116.81,208.6,0.0,609.34
SHP001678,Old Dominion,0,Ocean,Chicago,Dallas,2025-01-22 03:02:00,5816.75,20.12,34352.65,208.14,1163.35,0.0,346.27
SHP001679,XPO Logistics,0,Rail,Atlanta,Dallas,2025-09-02 09:50:00,342.94,4.06,9614.02,146.31,10.29,0.0,94.06
SHP001680,C.H. Robinson,LTL,Road,Tampa,Boston,2025-04-11 17:38:00,938.11,0.68,8301.67,214.41,156.35,0.0,195.59
SHP001681,C.H. Robinson,FTL,Road,Tampa,San Francisco,2025-12-23 04:27:00,735.47,0.77,13825.68,45.76,122.58,0.0,197.09
SHP001682,Schneider,0,Rail,New York,San Francisco,2025-03-02 19:57:00,1738.47,6.65,18655.49,112.58,52.15,0.0,236.17
SHP001683,XPO Logistics,0,Air,Dallas,Chicago,2025-08-12 01:15:00,2820.33,1.71,6858.89,282.02,282.03,0.0,842.26
SHP001684,FedEx,LTL,Road,Dallas,San Francisco,2025-10-02 18:02:00,1135.34,0.27,2495.53,469.29,189.22,0.0,161.2
SHP001685,DHL,0,Rail,Tampa,New York,2025-01-30 04:28:00,473.74,1.79,23022.4,431.06,14.21,0.0,207.87
SHP001686,XPO Logistics,0,Air,Tampa,Dallas,2025-06-29 19:41:00,1588.2,3.98,27327.28,37.96,158.82,0.0,943.6
SHP001687,UPS,0,Air,Chicago,Atlanta,2025-07-23 15:42:00,2980.65,1.93,11852.4,279.38,298.06,0.0,982.21
SHP001688,Schneider,LTL,Road,San Francisco,Atlanta,2025-12-28 23:52:00,399.95,0.75,164.07,225.34,66.66,0.0,49.63
SHP001689,J.B. Hunt,0,Rail,Boston,Atlanta,2025-06-04 11:49:00,1538.98,5.01,39968.69,144.14,46.17,0.0,396.7
SHP001690,UPS,0,Rail,San Francisco,Chicago,2025-12-24 17:32:00,648.73,2.12,6980.51,143.31,19.46,0.0,88.28
SHP001691,XPO Logistics,FTL,Road,Miami,Atlanta,2025-09-06 08:05:00,961.77,5.46,39015.94,116.91,160.29,0.0,467.1
SHP001692,Schneider,0,Rail,Dallas,Chicago,2025-10-11 06:07:00,1610.08,3.3,4957.2,435.14,48.3,0.0,120.16
SHP001693,Old Dominion,0,Rail,Tampa,Chicago,2025-12-24 14:41:00,1217.77,2.15,17478.33,144.34,36.53,0.0,200.72
SHP001694,J.B. Hunt,LTL,Road,Boston,Miami,2025-05-23 18:24:00,897.31,2.86,9894.41,28.32,0.0,1345.96,206.62
SHP001695,C.H. Robinson,LTL,Road,San Francisco,Boston,2025-09-11 00:55:00,458.27,3.02,5105.87,158.65,76.38,0.0,106.05
SHP001696,DHL,0,Ocean,Boston,Tampa,2025-04-25 06:24:00,5969.3,21.24,37579.41,402.74,1193.86,0.0,366.98
SHP001697,Schneider,0,Ocean,Tampa,Miami,2025-06-06 01:34:00,6879.35,14.11,33122.58,152.45,1375.87,0.0,371.99
SHP001698,C.H. Robinson,FTL,Road,San Francisco,Boston,2025-04-21 00:21:00,508.25,2.07,18961.8,143.5,84.71,0.0,230.28
SHP001699,J.B. Hunt,0,Ocean,Tampa,Boston,2025-02-25 17:24:00,7712.09,8.88,4372.76,263.88,1542.42,0.0,253.23
SHP001700,DHL,0,Ocean,Miami,San Francisco,2025-10-18 16:16:00,928.24,4.43,9165.88,232.71,185.65,0.0,73.68
SHP001701,FedEx,0,Ocean,Boston,Atlanta,2025-05-02 04:58:00,3749.38,19.59,29709.25,213.73,749.88,0.0,261.03
SHP001702,Schneider,0,Air,San Francisco,Tampa,2025-05-08 17:18:00,1201.0,1.61,31072.81,26.98,120.1,0.0,921.71
SHP001703,J.B. Hunt,0,Ocean,Tampa,Atlanta,2025-05-21 11:17:00,596.16,19.5,19347.28,66.31,119.23,0.0,114.62
SHP001704,Old Dominion,LTL,Road,San Francisco,Atlanta,2025-05-16 05:28:00,320.9,5.61,8616.1,355.18,53.48,0.0,124.67
SHP001705,XPO Logistics,FTL,Road,Tampa,San Francisco,2025-07-03 15:40:00,604.56,3.24,39022.16,482.92,0.0,906.84,438.59
SHP001706,Schneider,0,Ocean,Tampa,Atlanta,2025-02-10 08:57:00,2114.52,19.84,8291.09,107.56,422.9,0.0,104.89
SHP001707,Old Dominion,FTL,Road,Chicago,Dallas,2025-05-22 08:55:00,827.51,2.58,37296.0,45.42,137.92,0.0,439.16
SHP001708,FedEx,0,Rail,Dallas,Miami,2025-03-31 04:55:00,1018.44,7.43,36212.49,79.11,30.55,0.0,340.62
SHP001709,Old Dominion,0,Rail,New York,Miami,2025-01-20 05:43:00,786.62,5.33,6796.1,484.04,23.6,0.0,93.7
SHP001710,J.B. Hunt,0,Air,Tampa,Atlanta,2025-04-27 01:45:00,2769.82,1.08,5285.64,43.62,276.98,0.0,798.17
SHP001711,FedEx,0,Air,Tampa,Miami,2025-06-30 17:45:00,2755.5,1.18,16943.25,224.98,275.55,0.0,1027.74
SHP001712,UPS,0,Rail,Atlanta,Tampa,2025-02-09 16:28:00,1158.42,1.5,9456.97,465.81,34.75,0.0,133.58
SHP001713,C.H. Robinson,LTL,Road,Dallas,Chicago,2025-12-15 13:04:00,1094.67,4.74,341.1,164.18,182.45,0.0,134.77
SHP001714,Schneider,0,Air,Chicago,Tampa,2025-06-17 19:50:00,1995.49,1.46,36428.67,317.31,199.55,0.0,1227.45
SHP001715,FedEx,0,Air,Miami,Atlanta,2025-07-11 15:18:00,494.15,3.68,38331.78,39.78,49.41,0.0,890.17
SHP001716,FedEx,0,Rail,Atlanta,Tampa,2025-05-29 04:58:00,1051.78,3.12,16017.14,90.65,31.55,0.0,180.73
SHP001717,Schneider,LTL,Road,Atlanta,San Francisco,2025-09-18 18:45:00,714.78,5.76,5105.27,42.37,119.13,0.0,136.83
SHP001718,DHL,0,Rail,Miami,Boston,2025-10-26 01:42:00,1192.0,3.38,34309.04,217.9,35.76,0.0,334.07
SHP001719,C.H. Robinson,0,Ocean,New York,Tampa,2025-04-25 18:32:00,1946.3,6.2,30866.19,133.53,389.26,0.0,212.72
SHP001720,XPO Logistics,LTL,Road,Boston,Atlanta,2025-08-14 10:17:00,932.32,1.43,3318.61,233.28,155.39,0.0,145.06
SHP001721,Old Dominion,0,Air,Dallas,Chicago,2025-05-05 11:14:00,2846.63,3.76,8671.44,179.75,284.66,0.0,885.09
SHP001722,C.H. Robinson,0,Air,New York,Miami,2025-05-04 14:46:00,703.38,2.28,18693.01,450.48,70.34,0.0,549.71
SHP001723,Schneider,0,Air,New York,Dallas,2025-10-14 16:04:00,2811.01,1.84,19923.65,448.22,281.1,0.0,1101.23
SHP001724,DHL,0,Ocean,Dallas,San Francisco,2025-08-03 07:36:00,6550.31,2.08,13142.35,211.47,1310.06,0.0,262.22
SHP001725,J.B. Hunt,0,Rail,Miami,Atlanta,2025-10-27 21:08:00,567.55,2.4,1992.49,322.04,17.03,0.0,44.32
SHP001726,C.H. Robinson,0,Air,Atlanta,Chicago,2025-03-02 02:26:00,1008.78,0.68,9623.68,401.16,100.88,0.0,444.67
SHP001727,Old Dominion,0,Rail,Boston,Atlanta,2025-04-12 05:56:00,1562.38,4.38,16934.79,488.95,46.87,0.0,213.6
SHP001728,Old Dominion,LTL,Road,New York,San Francisco,2025-10-11 22:59:00,280.65,1.49,3024.89,87.21,46.77,0.0,63.93
SHP001729,DHL,LTL,Road,Tampa,Boston,2025-12-20 05:04:00,486.27,5.49,6211.18,206.56,81.05,0.0,120.46
SHP001730,XPO Logistics,0,Ocean,Miami,Chicago,2025-03-07 12:44:00,7508.08,3.07,8805.91,283.38,1501.62,0.0,269.27
SHP001731,UPS,0,Air,New York,Dallas,2025-06-22 18:38:00,1961.99,0.64,16420.03,324.93,196.2,0.0,818.9
SHP001732,C.H. Robinson,LTL,Road,Atlanta,Dallas,2025-11-19 14:47:00,852.78,3.92,3307.55,47.67,142.13,0.0,135.41
SHP001733,UPS,0,Air,Boston,Atlanta,2025-03-10 23:11:00,1453.2,0.95,37931.13,238.11,145.32,0.0,1121.92
SHP001734,Old Dominion,0,Rail,Tampa,Atlanta,2025-10-31 11:43:00,707.61,6.36,20168.97,155.71,21.23,0.0,196.73
SHP001735,J.B. Hunt,0,Ocean,Atlanta,Dallas,2025-04-01 16:46:00,6589.76,21.08,27083.82,24.44,1317.95,0.0,333.11
SHP001736,C.H. Robinson,LTL,Road,San Francisco,Dallas,2025-10-16 16:57:00,701.27,4.64,1494.55,115.11,116.88,0.0,99.1
SHP001737,FedEx,0,Air,Atlanta,Dallas,2025-06-13 05:09:00,2682.74,0.57,30232.72,237.41,268.27,0.0,1275.34
SHP001738,Schneider,0,Rail,Miami,San Francisco,2025-05-23 18:56:00,914.84,1.05,32866.23,180.55,27.45,0.0,308.67
SHP001739,XPO Logistics,FTL,Road,San Francisco,New York,2025-05-21 15:28:00,671.88,4.14,28253.87,478.03,0.0,1007.82,336.29
SHP001740,XPO Logistics,0,Rail,San Francisco,Chicago,2025-11-07 03:59:00,1050.14,3.8,38171.29,321.41,31.5,0.0,357.88
SHP001741,DHL,0,Air,Chicago,Tampa,2025-04-16 17:53:00,1105.01,0.94,33780.9,181.73,110.5,0.0,951.87
SHP001742,J.B. Hunt,LTL,Road,Dallas,Tampa,2025-01-14 11:13:00,809.54,2.96,2109.46,301.24,134.92,0.0,118.24
SHP001743,UPS,0,Ocean,Boston,San Francisco,2025-03-06 14:18:00,955.12,11.09,22091.29,218.59,191.02,0.0,139.11
SHP001744,UPS,FTL,Road,Miami,Dallas,2025-03-12 08:46:00,910.97,5.01,30964.1,20.37,151.83,0.0,382.52
SHP001745,Schneider,0,Air,New York,Miami,2025-04-24 23:04:00,824.15,2.38,37425.47,417.64,82.42,0.0,954.55
SHP001746,UPS,0,Rail,Atlanta,Chicago,2025-08-21 20:47:00,1548.06,3.12,17463.19,235.88,46.44,0.0,217.11
SHP001747,Schneider,0,Air,Tampa,San Francisco,2025-02-21 22:50:00,724.9,0.61,37902.66,121.12,72.49,0.0,939.28
SHP001748,DHL,0,Rail,Tampa,Miami,2025-11-18 00:15:00,583.92,1.58,37176.06,290.29,17.52,0.0,326.6
SHP001749,DHL,0,Ocean,Dallas,Miami,2025-04-11 08:30:00,5502.78,22.05,14152.0,311.13,1100.56,0.0,235.84
SHP001750,XPO Logistics,0,Ocean,Chicago,Miami,2025-09-12 09:08:00,791.0,6.11,33334.21,383.62,158.2,0.0,190.4
SHP001751,DHL,LTL,Road,Tampa,San Francisco,2025-10-13 19:13:00,453.24,2.42,5405.51,1.12,0.0,679.86,108.44
SHP001752,Schneider,FTL,Road,San Francisco,Atlanta,2025-10-26 07:40:00,327.43,1.45,10394.08,403.15,54.57,0.0,130.14
SHP001753,Old Dominion,0,Ocean,Chicago,Dallas,2025-04-29 09:42:00,2597.55,6.21,20418.41,432.96,519.51,0.0,180.02
SHP001754,J.B. Hunt,0,Ocean,Miami,San Francisco,2025-07-02 17:30:00,2310.12,3.73,14577.99,374.08,462.02,0.0,142.19
SHP001755,XPO Logistics,LTL,Road,New York,Boston,2025-08-03 14:20:00,683.29,4.95,9601.98,396.54,113.88,0.0,178.01
SHP001756,UPS,0,Ocean,New York,Chicago,2025-08-26 10:42:00,5028.52,12.85,2082.73,492.18,1005.7,0.0,161.27
SHP001757,Old Dominion,0,Air,Miami,Atlanta,2025-03-07 15:53:00,1335.4,1.03,26835.0,142.86,133.54,0.0,870.55
SHP001758,XPO Logistics,0,Ocean,Dallas,Tampa,2025-05-29 08:32:00,4893.34,14.91,18106.33,418.22,978.67,0.0,237.33
SHP001759,Schneider,0,Ocean,Tampa,Atlanta,2025-06-15 08:43:00,2487.25,11.87,21738.84,332.15,497.45,0.0,183.31
SHP001760,J.B. Hunt,0,Ocean,Miami,Boston,2025-08-15 13:25:00,6379.79,10.69,26018.85,76.15,1275.96,0.0,321.49
SHP001761,Old Dominion,FTL,Road,Boston,Atlanta,2025-11-22 01:19:00,1122.55,2.45,29316.1,11.15,187.09,0.0,382.97
SHP001762,UPS,0,Ocean,Dallas,Atlanta,2025-03-27 17:13:00,2038.9,12.72,35190.97,264.1,407.78,0.0,237.12
SHP001763,FedEx,0,Air,Chicago,Atlanta,2025-10-04 00:46:00,2810.65,2.19,19872.74,60.75,281.06,0.0,1100.12
SHP001764,Schneider,0,Ocean,New York,Boston,2025-12-27 10:58:00,6519.92,7.43,36034.69,455.5,1303.98,0.0,375.77
SHP001765,XPO Logistics,LTL,Road,Dallas,Chicago,2025-03-22 17:25:00,1134.81,3.24,6819.37,389.48,189.13,0.0,204.37
SHP001766,XPO Logistics,0,Air,Chicago,Dallas,2025-06-19 13:13:00,653.74,2.6,1854.77,249.29,65.37,0.0,200.53
SHP001767,Old Dominion,LTL,Road,Tampa,Boston,2025-02-22 16:25:00,228.07,1.3,3745.72,216.79,38.01,0.0,64.83
SHP001768,FedEx,LTL,Road,San Francisco,Chicago,2025-11-20 22:15:00,766.65,0.68,5111.36,92.13,0.0,1149.97,143.11
SHP001769,DHL,0,Air,New York,Boston,2025-07-13 20:25:00,1849.73,2.73,22490.02,369.41,184.97,0.0,912.23
SHP001770,C.H. Robinson,0,Air,New York,Tampa,2025-02-07 16:46:00,1206.14,3.18,17594.3,242.61,120.61,0.0,653.42
SHP001771,J.B. Hunt,LTL,Road,Chicago,Tampa,2025-07-20 06:53:00,795.32,0.36,6591.84,309.67,132.55,0.0,161.36
SHP001772,Old Dominion,0,Air,Miami,San Francisco,2025-01-12 09:17:00,1136.59,0.8,4091.95,461.69,113.66,0.0,365.99
SHP001773,C.H. Robinson,0,Rail,New York,Dallas,2025-12-02 18:30:00,1302.85,1.89,14590.57,296.65,39.09,0.0,181.87
SHP001774,J.B. Hunt,0,Air,Miami,Tampa,2025-04-24 13:35:00,2556.04,0.65,9847.01,444.98,255.6,0.0,835.95
SHP001775,C.H. Robinson,0,Ocean,San Francisco,Miami,2025-10-01 16:15:00,568.74,6.43,38381.45,307.09,113.75,0.0,208.97
SHP001776,FedEx,FTL,Road,Miami,Chicago,2025-02-25 14:14:00,350.92,0.64,1613.56,123.13,58.49,0.0,44.21
SHP001777,UPS,0,Ocean,Dallas,San Francisco,2025-07-09 15:36:00,7111.14,11.15,28953.17,459.22,1422.23,0.0,358.1
SHP001778,DHL,0,Air,Atlanta,New York,2025-11-19 02:06:00,1401.71,1.17,20926.16,454.13,140.17,0.0,768.95
SHP001779,C.H. Robinson,0,Rail,Boston,San Francisco,2025-05-08 02:09:00,1487.0,1.46,27856.63,286.38,44.61,0.0,297.2
SHP001780,J.B. Hunt,0,Ocean,Dallas,Tampa,2025-09-10 08:26:00,7305.97,4.69,21594.43,439.85,1461.19,0.0,327.15
SHP001781,C.H. Robinson,0,Air,Chicago,Tampa,2025-06-14 22:36:00,1407.06,2.19,3283.2,139.79,140.71,0.0,417.43
SHP001782,Schneider,FTL,Road,Dallas,Boston,2025-09-08 17:31:00,423.18,5.68,11665.36,230.97,70.53,0.0,150.51
SHP001783,UPS,0,Rail,Atlanta,Dallas,2025-12-29 15:32:00,1274.09,2.14,19714.47,369.53,38.22,0.0,221.42
